gene,pt214_mTEC.hi_new_Aligned.out.bam,pt214_mTEC.lo_new_Aligned.out.bam,pt221_mTEC.hi_new_Aligned.out.bam,pt221_mTEC.lo_new_Aligned.out.bam,pt226_mTEC.hi_new_Aligned.out.bam,pt226_mTEC.lo_new_Aligned.out.bam
ENSG00000225937.3,69,65,31,52,23,49
ENSG00000225938.1,20,5,0,1,3,1
ENSG00000225940.6,18,23,9,8,7,11
ENSG00000225942.1,0,0,0,0,4,0
ENSG00000225943.1,0,0,0,0,0,0
ENSG00000225944.1,0,0,0,0,1,0
ENSG00000225945.1,19,34,14,7,9,5
ENSG00000225947.1,2,0,0,0,0,0
ENSG00000225948.2,16,62,6,2,6,7
ENSG00000225949.1,0,0,0,0,0,0
ENSG00000225950.8,1694,3349,307,1607,490,1971
ENSG00000225951.1,371,340,164,141,134,114
ENSG00000225952.1,0,7,3,1,4,0
ENSG00000225953.3,31,29,54,71,37,19
ENSG00000225956.1,43,48,13,10,0,8
ENSG00000225957.1,0,0,0,0,0,0
ENSG00000225959.1,3,0,0,0,0,0
ENSG00000225960.1,0,0,0,0,0,0
ENSG00000225963.8,740,1303,217,315,216,450
ENSG00000225964.6,243,233,93,117,96,211
ENSG00000225965.1,0,0,0,0,0,0
ENSG00000225968.7,1428,2147,181,1221,621,776
ENSG00000225969.2,276,92,253,66,178,36
ENSG00000225970.1,0,0,0,0,0,0
ENSG00000225971.1,0,0,0,2,0,0
ENSG00000225972.1,4,14,3,5,3,5
ENSG00000225973.4,432,481,310,280,216,255
ENSG00000225974.1,0,0,0,3,0,1
ENSG00000225975.7,304,350,107,129,79,135
ENSG00000225976.5,16,31,6,0,1,1
ENSG00000225978.3,17,0,8,0,3,4
ENSG00000225979.1,0,0,0,1,0,0
ENSG00000225980.4,0,0,1,0,0,0
ENSG00000225981.1,60,65,29,22,29,25
ENSG00000225982.1,21,10,1,2,8,1
ENSG00000225984.1,14,0,1,1,0,1
ENSG00000225986.1,11,0,22,9,4,3
ENSG00000225988.1,28,12,18,11,15,7
ENSG00000225990.2,0,0,0,0,0,0
ENSG00000225991.1,34,26,9,11,6,11
ENSG00000225992.1,0,0,0,0,0,0
ENSG00000225997.1,0,0,0,0,0,0
ENSG00000225999.1,0,0,0,0,0,0
ENSG00000226002.1,209,305,73,67,59,53
ENSG00000226003.2,0,0,0,0,1,0
ENSG00000226004.1,15,0,1,0,2,1
ENSG00000226005.5,18,42,19,12,19,13
ENSG00000226007.3,110,100,42,55,33,47
ENSG00000226008.1,0,0,0,0,0,0
ENSG00000226009.2,55,179,18,57,18,67
ENSG00000226010.1,7,42,0,3,5,7
ENSG00000226011.1,0,0,0,0,0,0
ENSG00000226012.1,1,0,2,2,2,1
ENSG00000226013.1,4,0,0,0,0,0
ENSG00000226014.1,0,0,0,0,0,0
ENSG00000226015.2,175,193,66,73,60,110
ENSG00000226016.1,0,0,0,0,0,0
ENSG00000226017.2,47,60,7,19,5,20
ENSG00000226020.4,0,0,0,0,0,0
ENSG00000226022.1,4,0,3,0,3,0
ENSG00000226023.6,0,0,0,0,0,0
ENSG00000226024.1,5,5,8,8,7,9
ENSG00000226025.9,359,157,97,52,90,72
ENSG00000226026.6,41,59,32,41,25,44
ENSG00000226028.2,0,0,0,0,0,0
ENSG00000226029.1,331,368,131,179,103,183
ENSG00000226030.1,0,0,0,0,2,0
ENSG00000226031.5,16,65,1,12,0,11
ENSG00000226032.2,46,58,10,28,12,9
ENSG00000226034.2,4,0,0,0,0,0
ENSG00000226036.1,1,4,0,2,1,4
ENSG00000226037.1,0,0,0,0,0,0
ENSG00000226038.5,14,0,12,6,20,1
ENSG00000226040.3,3,12,0,3,0,0
ENSG00000226041.1,0,0,0,0,0,0
ENSG00000226042.1,0,0,4,0,0,0
ENSG00000226043.2,1,0,0,0,0,0
ENSG00000226045.1,2,9,2,1,1,7
ENSG00000226046.1,0,0,0,0,0,0
ENSG00000226047.1,2,0,1,0,1,0
ENSG00000226048.1,16,0,6,4,15,3
ENSG00000226049.3,94,174,48,43,46,59
ENSG00000226051.8,517,402,710,327,576,338
ENSG00000226053.1,17,0,6,0,1,2
ENSG00000226054.2,136,107,59,50,67,53
ENSG00000226055.2,111,25,52,46,50,46
ENSG00000226056.1,0,0,0,0,0,0
ENSG00000226057.7,1,0,0,0,0,0
ENSG00000226058.1,0,0,0,0,0,0
ENSG00000226059.2,0,0,0,0,0,0
ENSG00000226061.1,0,0,0,0,0,0
ENSG00000226063.1,0,0,0,0,0,0
ENSG00000226064.1,0,0,0,0,0,0
ENSG00000226065.1,80,148,36,54,24,33
ENSG00000226066.1,0,0,0,0,0,0
ENSG00000226067.7,342,565,338,310,247,291
ENSG00000226068.1,1,0,0,0,0,0
ENSG00000226070.1,63,0,47,7,30,5
ENSG00000226072.1,23,58,4,4,2,1
ENSG00000226074.5,100,160,38,28,30,39
ENSG00000226075.2,0,0,0,0,0,0
ENSG00000226078.1,0,0,0,0,0,1
ENSG00000226079.2,0,0,2,0,0,0
ENSG00000226080.1,7,0,4,5,0,1
ENSG00000226081.2,5,0,1,0,0,0
ENSG00000226082.2,0,0,1,0,0,0
ENSG00000226083.5,7,0,3,0,0,0
ENSG00000226084.5,1027,1328,56,58,64,94
ENSG00000226085.3,73,75,114,51,69,36
ENSG00000226086.5,5,3,1,3,1,7
ENSG00000226087.2,15,38,8,10,5,4
ENSG00000226088.1,29,56,8,11,4,7
ENSG00000226089.2,76,0,14,1,44,1
ENSG00000226091.7,746,151,775,117,491,71
ENSG00000226092.4,0,0,0,0,0,0
ENSG00000226093.1,0,8,0,0,0,2
ENSG00000226094.1,5,85,5,127,1,84
ENSG00000226096.1,1,0,0,0,0,0
ENSG00000226097.6,9,0,2,0,2,0
ENSG00000226098.4,0,0,1,1,0,0
ENSG00000226101.2,9,17,25,6,6,6
ENSG00000226102.3,8,31,22,21,7,9
ENSG00000226107.1,47,12,9,14,6,12
ENSG00000226108.2,4,0,0,1,0,0
ENSG00000226110.2,0,0,0,0,0,0
ENSG00000226112.1,3,0,0,4,0,0
ENSG00000226113.1,0,0,1,0,0,0
ENSG00000226114.1,0,0,0,0,7,0
ENSG00000226115.1,0,0,7,1,0,2
ENSG00000226116.1,0,0,0,0,0,0
ENSG00000226117.1,1,0,0,0,0,0
ENSG00000226118.1,0,0,0,0,0,0
ENSG00000226119.1,0,0,0,0,0,0
ENSG00000226121.2,95,77,9,20,24,22
ENSG00000226122.1,4,0,1,0,4,0
ENSG00000226124.7,138,192,24,57,35,50
ENSG00000226125.2,62,8,20,4,41,3
ENSG00000226126.2,0,0,0,0,0,0
ENSG00000226128.1,0,0,1,0,1,4
ENSG00000226130.1,0,0,0,0,0,0
ENSG00000226131.1,0,1,1,0,0,0
ENSG00000226132.1,0,0,0,1,1,0
ENSG00000226133.6,60,0,43,2,30,6
ENSG00000226134.1,4,17,3,0,2,0
ENSG00000226137.5,2130,3228,1340,2178,1111,1609
ENSG00000226138.4,0,0,1,0,0,1
ENSG00000226140.6,0,0,0,0,0,0
ENSG00000226141.1,1,0,0,0,0,0
ENSG00000226142.2,0,0,0,0,0,0
ENSG00000226143.1,90,207,63,97,50,106
ENSG00000226144.2,0,0,1,0,0,0
ENSG00000226145.7,571,65,358,47,611,45
ENSG00000226147.1,52,61,28,23,37,31
ENSG00000226148.1,3,8,2,2,0,3
ENSG00000226149.6,360,334,71,123,42,157
ENSG00000226153.1,10,11,0,2,1,4
ENSG00000226156.1,10,0,1,0,0,0
ENSG00000226157.1,0,0,0,0,0,0
ENSG00000226158.1,0,0,0,4,0,6
ENSG00000226159.2,5,0,0,0,0,0
ENSG00000226160.1,0,0,0,0,0,0
ENSG00000226161.1,2,8,1,10,0,3
ENSG00000226163.1,6,0,0,0,0,0
ENSG00000226164.2,0,0,0,0,0,0
ENSG00000226166.2,0,0,0,0,0,0
ENSG00000226167.1,597,647,344,357,277,348
ENSG00000226168.1,0,0,0,0,0,0
ENSG00000226169.1,0,0,0,0,2,0
ENSG00000226172.2,0,0,0,0,0,0
ENSG00000226174.7,650,828,507,636,444,550
ENSG00000226179.6,10,21,1,1,3,8
ENSG00000226179.6_PAR_Y,10,21,1,1,3,8
ENSG00000226180.3,97,42,46,56,36,62
ENSG00000226181.1,0,0,0,0,2,0
ENSG00000226183.1,0,0,0,0,0,0
ENSG00000226185.2,4,0,2,1,3,0
ENSG00000226186.1,10,3,3,8,2,0
ENSG00000226188.2,3,0,0,0,2,0
ENSG00000226191.3,0,0,0,0,0,0
ENSG00000226193.1,1,0,0,0,0,0
ENSG00000226194.5,113,98,32,43,11,62
ENSG00000226196.1,0,0,0,0,0,0
ENSG00000226197.3,133,7,5,5,7,7
ENSG00000226199.1,6,0,0,0,0,0
ENSG00000226200.7,11505,6935,932,1689,2909,2931
ENSG00000226203.2,6,0,0,1,0,0
ENSG00000226204.1,0,0,0,0,0,0
ENSG00000226205.1,6,0,3,4,5,1
ENSG00000226206.1,2,0,2,4,9,3
ENSG00000226207.1,18,0,3,5,2,0
ENSG00000226208.1,0,0,0,1,1,0
ENSG00000226209.1,0,0,0,3,0,2
ENSG00000226210.3,290,439,1026,1417,1156,1773
ENSG00000226211.1,0,0,0,0,0,0
ENSG00000226212.2,10,0,0,1,2,0
ENSG00000226213.1,0,0,0,0,0,0
ENSG00000226216.1,15,0,8,6,2,7
ENSG00000226217.1,3,33,1,3,3,1
ENSG00000226218.1,0,0,0,0,0,0
ENSG00000226220.1,61,35,29,12,46,19
ENSG00000226221.1,42,44,42,44,43,35
ENSG00000226222.3,0,0,0,0,0,0
ENSG00000226223.1,0,0,0,0,0,0
ENSG00000226226.1,0,0,1,2,1,0
ENSG00000226229.2,1,4,0,0,0,0
ENSG00000226230.1,0,0,0,0,0,0
ENSG00000226232.8,996,916,637,711,730,1007
ENSG00000226233.1,0,0,0,0,0,0
ENSG00000226234.2,8,0,5,0,2,0
ENSG00000226235.1,41,0,11,7,13,7
ENSG00000226237.2,1504,2592,201,677,256,1147
ENSG00000226238.1,0,3,0,1,0,0
ENSG00000226239.2,76,12,9,6,15,7
ENSG00000226240.2,5,0,3,0,0,0
ENSG00000226241.2,4,7,1,0,1,0
ENSG00000226242.1,4,0,0,0,1,0
ENSG00000226243.1,0,3,3,6,4,1
ENSG00000226245.1,244,310,192,215,140,217
ENSG00000226246.1,6,0,0,0,0,0
ENSG00000226247.1,3,0,7,0,5,4
ENSG00000226249.1,0,0,0,0,0,0
ENSG00000226250.2,0,0,0,0,0,0
ENSG00000226251.6,2,0,3,0,3,2
ENSG00000226252.1,134,13,2,2,2,7
ENSG00000226253.1,31,35,26,8,13,16
ENSG00000226254.1,4,0,3,0,0,2
ENSG00000226255.1,0,0,0,0,0,0
ENSG00000226258.7,0,0,1,0,6,0
ENSG00000226259.10,285,309,19,52,59,116
ENSG00000226261.1,13,20,6,9,2,15
ENSG00000226262.1,0,0,0,0,0,0
ENSG00000226263.1,19,25,14,5,6,13
ENSG00000226266.6,131,66,25,17,55,57
ENSG00000226268.3,64,62,40,39,33,36
ENSG00000226270.3,0,0,0,0,0,0
ENSG00000226272.5,37,0,26,1,16,6
ENSG00000226273.2,0,0,0,0,0,0
ENSG00000226276.1,35,45,17,25,39,19
ENSG00000226277.2,6,0,0,0,2,0
ENSG00000226278.1,402,391,3,0,0,0
ENSG00000226279.2,2,3,0,1,0,2
ENSG00000226280.2,0,0,0,0,0,0
ENSG00000226281.4,36,140,23,21,25,11
ENSG00000226284.1,50,77,11,8,18,11
ENSG00000226285.1,0,0,0,0,0,2
ENSG00000226286.1,26,0,8,0,3,0
ENSG00000226287.8,259,252,186,205,171,145
ENSG00000226288.2,189,0,82,1,63,3
ENSG00000226289.1,8,21,8,1,0,1
ENSG00000226291.1,8,0,5,5,10,2
ENSG00000226292.1,2,0,0,0,0,1
ENSG00000226296.1,0,0,0,0,0,0
ENSG00000226297.1,0,0,0,0,0,0
ENSG00000226298.1,0,0,4,0,1,3
ENSG00000226299.2,0,0,0,0,0,0
ENSG00000226301.3,0,0,0,0,0,0
ENSG00000226302.1,13,0,0,1,0,0
ENSG00000226304.1,0,0,0,0,0,0
ENSG00000226306.6,48,48,15,12,7,2
ENSG00000226307.1,0,0,0,0,0,0
ENSG00000226308.1,34,58,15,17,30,23
ENSG00000226309.1,0,0,0,0,1,0
ENSG00000226310.1,101,114,17,25,28,21
ENSG00000226312.7,2774,1517,1001,438,730,487
ENSG00000226313.1,5,0,0,0,0,0
ENSG00000226314.8,285,305,92,129,74,116
ENSG00000226317.3,1,0,3,3,1,0
ENSG00000226318.1,163,198,51,72,21,40
ENSG00000226320.6,21,11,8,10,13,8
ENSG00000226321.5,280,16,184,49,174,5
ENSG00000226323.1,0,0,1,0,0,0
ENSG00000226324.1,0,0,2,0,0,1
ENSG00000226327.3,1,0,0,0,0,0
ENSG00000226328.7,1069,779,429,375,435,332
ENSG00000226329.2,154,324,19,32,20,26
ENSG00000226330.1,110,68,15,17,7,13
ENSG00000226331.1,4,0,3,0,1,0
ENSG00000226332.2,2257,4470,1138,1865,1160,1624
ENSG00000226334.1,71,79,18,11,7,8
ENSG00000226336.2,0,0,0,0,0,2
ENSG00000226337.3,8,0,3,1,6,0
ENSG00000226338.1,0,0,0,0,0,0
ENSG00000226339.1,0,0,0,0,0,0
ENSG00000226340.1,0,0,1,0,0,0
ENSG00000226341.1,0,0,0,0,0,0
ENSG00000226342.1,5,14,1,5,2,10
ENSG00000226344.1,0,0,0,0,0,3
ENSG00000226345.1,3,0,0,0,0,1
ENSG00000226348.1,0,11,1,2,0,0
ENSG00000226349.1,3,14,7,1,8,0
ENSG00000226352.2,193,299,117,136,105,165
ENSG00000226353.1,0,0,0,0,0,0
ENSG00000226355.2,2,6,0,3,0,0
ENSG00000226356.2,1,0,0,0,0,0
ENSG00000226358.1,42,0,22,0,17,1
ENSG00000226359.1,15,0,6,5,3,3
ENSG00000226360.5,29,26,72,96,69,86
ENSG00000226361.5,0,0,1,0,2,0
ENSG00000226362.2,0,0,0,0,0,0
ENSG00000226363.3,8,0,2,0,0,0
ENSG00000226364.1,6,0,0,0,0,0
ENSG00000226366.1,0,0,0,1,0,0
ENSG00000226367.6,286,254,112,109,122,90
ENSG00000226369.1,0,0,0,0,0,0
ENSG00000226370.1,4,14,0,0,3,0
ENSG00000226372.4,23,0,0,1,1,0
ENSG00000226374.3,12,11,13,28,16,28
ENSG00000226375.1,0,0,2,2,0,3
ENSG00000226376.1,0,0,0,0,0,0
ENSG00000226377.2,337,423,147,201,147,199
ENSG00000226380.9,3567,4367,357,782,456,1153
ENSG00000226383.7,534,468,115,93,34,59
ENSG00000226386.1,29,93,17,48,16,16
ENSG00000226387.2,0,0,0,0,0,0
ENSG00000226388.1,0,0,0,0,0,0
ENSG00000226389.3,6,0,2,0,0,0
ENSG00000226390.1,29,0,4,1,0,0
ENSG00000226392.1,0,0,0,0,0,0
ENSG00000226393.1,55,92,12,15,25,28
ENSG00000226394.2,1,0,1,0,0,1
ENSG00000226395.1,0,0,0,0,0,0
ENSG00000226396.1,101,177,497,569,453,671
ENSG00000226397.8,38,5,4,3,4,0
ENSG00000226398.1,45,19,45,20,38,30
ENSG00000226400.2,0,0,1,0,0,0
ENSG00000226401.3,0,0,0,0,0,0
ENSG00000226403.2,244,523,20,90,45,166
ENSG00000226405.1,0,0,0,0,0,0
ENSG00000226406.1,3,0,2,0,0,2
ENSG00000226407.1,0,0,11,5,0,0
ENSG00000226409.3,10,0,5,0,4,2
ENSG00000226410.1,74,48,18,12,5,18
ENSG00000226411.1,0,0,0,0,0,0
ENSG00000226412.1,0,0,0,0,0,0
ENSG00000226413.2,84,102,15,15,18,20
ENSG00000226414.1,0,0,0,0,0,0
ENSG00000226415.1,70,77,48,42,51,47
ENSG00000226416.1,225,187,85,104,63,118
ENSG00000226419.8,414,626,101,219,115,291
ENSG00000226420.1,0,0,0,0,0,0
ENSG00000226421.1,13,16,2,4,8,6
ENSG00000226423.1,2,0,2,2,1,0
ENSG00000226425.1,4,0,7,6,4,4
ENSG00000226426.1,0,0,0,0,1,0
ENSG00000226427.1,5,0,1,1,2,0
ENSG00000226428.1,6,0,0,0,0,0
ENSG00000226429.2,3,0,0,1,0,2
ENSG00000226430.6,56,12,16,2,39,1
ENSG00000226431.1,0,0,0,2,0,0
ENSG00000226432.3,11,11,2,5,3,4
ENSG00000226433.2,0,0,0,0,0,0
ENSG00000226435.10,27,0,17,3,12,0
ENSG00000226436.1,3,0,0,0,1,1
ENSG00000226438.1,91,21,32,7,27,20
ENSG00000226439.3,2,2,0,0,0,1
ENSG00000226440.7,40,30,1,3,0,2
ENSG00000226441.2,16,34,7,9,9,4
ENSG00000226442.2,0,0,0,1,0,0
ENSG00000226443.3,28,68,3,7,6,15
ENSG00000226444.2,0,0,0,0,0,0
ENSG00000226445.2,776,1923,372,625,263,849
ENSG00000226446.1,0,0,0,0,0,1
ENSG00000226447.1,1,0,0,0,2,0
ENSG00000226448.1,0,0,0,0,0,0
ENSG00000226449.1,0,0,0,0,0,0
ENSG00000226450.2,292,366,84,111,108,155
ENSG00000226453.2,26,27,2,0,10,2
ENSG00000226454.3,6,2,3,1,4,0
ENSG00000226455.1,214,253,54,79,42,88
ENSG00000226457.1,8,3,0,0,5,1
ENSG00000226461.3,0,0,0,0,0,0
ENSG00000226465.3,100,161,31,69,23,62
ENSG00000226466.2,0,0,0,0,0,0
ENSG00000226468.2,14,0,1,13,6,19
ENSG00000226469.1,46,21,15,6,17,14
ENSG00000226470.1,0,0,1,3,1,2
ENSG00000226471.6,83,112,68,54,51,41
ENSG00000226472.8,84,47,115,206,100,95
ENSG00000226473.2,2,0,0,0,0,0
ENSG00000226474.1,0,0,0,0,0,0
ENSG00000226476.6,595,533,172,158,109,111
ENSG00000226477.1,0,0,0,0,0,0
ENSG00000226478.3,28,36,2,4,10,1
ENSG00000226479.4,11958,13736,4017,4261,4409,6021
ENSG00000226480.1,0,0,2,0,0,0
ENSG00000226481.3,0,0,0,0,1,0
ENSG00000226482.1,30,0,6,2,9,0
ENSG00000226483.2,0,0,0,1,0,0
ENSG00000226484.2,0,0,2,0,0,0
ENSG00000226485.1,0,0,0,0,0,0
ENSG00000226486.2,0,0,0,0,1,0
ENSG00000226487.1,3,0,0,0,0,0
ENSG00000226488.2,7,0,0,0,2,0
ENSG00000226489.1,0,0,0,0,0,0
ENSG00000226490.2,19,0,26,0,31,0
ENSG00000226491.1,276,274,85,110,61,158
ENSG00000226493.1,26,12,1,6,6,12
ENSG00000226496.3,209,278,18,67,19,55
ENSG00000226497.1,0,0,0,0,0,0
ENSG00000226498.2,1,6,2,0,0,0
ENSG00000226499.1,40,69,29,46,43,39
ENSG00000226500.2,0,0,0,0,0,0
ENSG00000226501.2,1,4,1,1,6,0
ENSG00000226502.2,0,0,0,0,0,0
ENSG00000226504.1,0,0,0,0,0,0
ENSG00000226506.6,4,0,8,0,7,1
ENSG00000226507.1,13,0,2,0,6,0
ENSG00000226508.1,13,40,16,30,2,22
ENSG00000226509.1,8,0,0,2,0,0
ENSG00000226510.1,13,0,6,4,9,0
ENSG00000226515.1,0,0,0,0,0,0
ENSG00000226516.7,0,0,1,0,1,0
ENSG00000226519.2,1068,1961,207,392,300,653
ENSG00000226520.1,4,11,0,6,9,3
ENSG00000226521.7,14,12,10,0,6,1
ENSG00000226522.1,0,0,0,1,0,0
ENSG00000226523.1,2,14,1,0,1,2
ENSG00000226525.5,59,94,10,12,18,2
ENSG00000226526.1,87,74,42,84,34,50
ENSG00000226527.2,21,0,2,0,4,0
ENSG00000226529.1,0,0,0,0,0,0
ENSG00000226530.2,7,12,1,6,4,0
ENSG00000226532.1,0,0,2,0,4,0
ENSG00000226533.1,3,0,6,3,7,0
ENSG00000226534.1,0,0,0,0,0,0
ENSG00000226535.1,18,0,2,0,3,0
ENSG00000226536.1,0,0,0,0,0,0
ENSG00000226537.2,0,0,0,0,0,0
ENSG00000226539.1,10,0,2,2,4,0
ENSG00000226540.2,0,0,0,0,0,0
ENSG00000226541.1,0,0,0,0,0,0
ENSG00000226542.1,36,11,37,11,22,16
ENSG00000226543.3,4,0,2,0,4,6
ENSG00000226544.4,1,0,0,0,0,2
ENSG00000226545.1,0,0,0,1,2,1
ENSG00000226547.2,0,0,0,0,0,0
ENSG00000226548.1,11,0,3,5,0,1
ENSG00000226549.3,7,0,4,0,4,0
ENSG00000226552.2,0,0,2,1,0,4
ENSG00000226553.1,6,5,3,9,4,5
ENSG00000226554.1,0,0,0,0,0,0
ENSG00000226555.1,0,0,2,6,5,5
ENSG00000226556.2,3,0,4,0,1,2
ENSG00000226557.1,0,0,0,0,1,1
ENSG00000226558.1,0,0,0,0,0,0
ENSG00000226562.4,493,1678,48,239,86,507
ENSG00000226564.1,33,45,181,148,139,160
ENSG00000226565.2,0,0,0,0,0,0
ENSG00000226566.2,0,0,1,0,0,0
ENSG00000226567.2,7,0,2,0,5,0
ENSG00000226570.2,3,0,2,0,0,0
ENSG00000226571.2,56,46,12,34,25,35
ENSG00000226572.1,266,410,155,212,153,251
ENSG00000226573.1,0,0,2,0,0,0
ENSG00000226576.1,217,136,169,89,123,91
ENSG00000226577.1,1,0,0,0,1,0
ENSG00000226578.1,12,24,9,5,4,8
ENSG00000226579.1,0,0,0,0,0,0
ENSG00000226580.1,12,0,6,1,3,3
ENSG00000226581.2,29,39,3,9,17,20
ENSG00000226582.1,0,0,0,2,6,0
ENSG00000226587.1,0,0,0,0,0,0
ENSG00000226590.1,0,0,0,0,0,0
ENSG00000226592.1,0,0,0,0,3,0
ENSG00000226594.1,0,0,3,0,1,0
ENSG00000226595.1,0,0,0,0,0,0
ENSG00000226597.1,0,0,0,0,0,0
ENSG00000226599.1,41,66,32,18,27,12
ENSG00000226600.3,0,0,0,0,0,0
ENSG00000226601.1,98,7,29,1,26,0
ENSG00000226604.2,26,29,10,23,9,23
ENSG00000226605.1,307,374,74,95,79,128
ENSG00000226608.3,12,17,12,16,4,10
ENSG00000226609.2,19,54,2,3,1,4
ENSG00000226611.2,0,0,0,0,0,0
ENSG00000226616.1,0,0,0,0,0,0
ENSG00000226617.1,5,0,5,2,0,0
ENSG00000226619.1,0,0,0,0,0,0
ENSG00000226620.8,0,0,0,0,1,3
ENSG00000226621.1,0,0,0,0,0,0
ENSG00000226622.6,2,37,0,4,2,14
ENSG00000226624.1,4,0,2,3,0,1
ENSG00000226625.1,18,43,3,1,5,19
ENSG00000226626.2,0,0,0,0,0,0
ENSG00000226627.2,33,0,33,2,17,2
ENSG00000226629.1,31,15,13,4,14,9
ENSG00000226631.1,20,9,5,0,27,0
ENSG00000226632.1,35,44,13,22,11,23
ENSG00000226633.2,16,8,0,0,2,0
ENSG00000226636.1,18,59,2,7,3,6
ENSG00000226640.2,0,0,0,0,0,0
ENSG00000226641.1,0,0,0,1,1,0
ENSG00000226642.1,4,0,2,0,5,0
ENSG00000226643.2,0,19,0,2,2,0
ENSG00000226644.5,5,1,3,2,2,0
ENSG00000226645.1,17,28,21,18,23,21
ENSG00000226646.1,0,1,0,0,0,0
ENSG00000226647.2,270,202,76,43,67,55
ENSG00000226648.2,3244,3216,1252,1301,1317,1500
ENSG00000226649.1,0,27,10,15,17,9
ENSG00000226650.6,8,0,10,0,4,0
ENSG00000226652.3,7,0,5,1,1,0
ENSG00000226653.3,0,0,0,0,0,0
ENSG00000226655.1,0,0,0,0,0,0
ENSG00000226658.1,0,0,2,0,0,0
ENSG00000226659.1,75,52,43,34,34,14
ENSG00000226660.2,22,86,4,3,12,11
ENSG00000226661.1,14,0,5,1,1,7
ENSG00000226662.2,0,0,0,0,0,0
ENSG00000226663.2,0,0,1,0,1,0
ENSG00000226664.1,0,2,1,0,1,0
ENSG00000226665.1,0,0,0,0,0,0
ENSG00000226666.1,5,3,2,3,5,2
ENSG00000226668.5,37,0,18,2,8,0
ENSG00000226669.2,27,16,16,6,14,15
ENSG00000226670.1,0,0,0,0,0,0
ENSG00000226671.1,0,0,0,0,0,0
ENSG00000226673.2,23,0,8,2,7,2
ENSG00000226674.11,134,30,177,53,63,17
ENSG00000226676.1,10,0,7,0,0,0
ENSG00000226677.3,19,37,4,7,5,15
ENSG00000226679.1,0,0,0,4,2,3
ENSG00000226680.2,0,0,0,0,2,0
ENSG00000226681.1,0,20,0,2,0,0
ENSG00000226683.2,34,9,0,2,3,5
ENSG00000226685.4,0,0,0,0,0,0
ENSG00000226686.8,125,104,27,21,93,83
ENSG00000226688.7,1338,1324,522,562,413,643
ENSG00000226690.8,8,0,8,0,8,0
ENSG00000226693.1,0,0,0,0,2,0
ENSG00000226694.2,1,0,0,0,0,0
ENSG00000226695.1,29,12,3,8,8,12
ENSG00000226696.6,127,231,56,100,48,65
ENSG00000226698.1,102,144,99,70,94,81
ENSG00000226699.1,16,85,5,17,2,15
ENSG00000226700.1,0,0,0,0,0,0
ENSG00000226701.1,4,10,1,0,0,8
ENSG00000226702.1,2,0,6,2,2,0
ENSG00000226703.1,0,0,0,0,0,0
ENSG00000226705.1,10,0,10,4,10,6
ENSG00000226706.1,465,631,423,394,348,314
ENSG00000226707.1,0,0,0,0,0,0
ENSG00000226708.1,0,0,0,0,2,0
ENSG00000226709.1,3,0,0,0,0,0
ENSG00000226711.7,470,862,296,405,157,392
ENSG00000226715.4,148,125,8,1,3,2
ENSG00000226716.1,4,0,1,0,0,0
ENSG00000226717.2,0,0,0,2,0,1
ENSG00000226718.1,0,0,0,0,0,0
ENSG00000226721.2,182,47,113,20,75,14
ENSG00000226722.4,0,0,1,3,0,0
ENSG00000226723.2,0,16,5,2,3,1
ENSG00000226724.1,0,0,0,1,0,0
ENSG00000226725.2,0,0,0,0,2,0
ENSG00000226726.1,0,33,1,0,5,3
ENSG00000226729.3,0,0,0,0,0,0
ENSG00000226733.4,15,0,3,0,6,0
ENSG00000226734.1,0,0,0,1,0,1
ENSG00000226739.1,0,0,0,0,0,0
ENSG00000226741.2,6,13,8,55,9,18
ENSG00000226742.4,2106,3162,584,1141,791,1546
ENSG00000226744.1,151,199,46,47,30,67
ENSG00000226745.2,0,0,4,0,4,0
ENSG00000226746.2,58,36,6,17,18,20
ENSG00000226747.6,94,79,42,81,24,57
ENSG00000226750.1,0,0,0,0,0,0
ENSG00000226752.9,3926,3233,2483,2541,2224,3083
ENSG00000226753.1,1,0,0,0,0,0
ENSG00000226754.2,256,85,156,135,140,75
ENSG00000226755.2,0,0,0,0,1,0
ENSG00000226756.1,70,146,29,5,26,26
ENSG00000226757.2,2,0,4,0,3,2
ENSG00000226758.1,13,9,1,0,4,3
ENSG00000226759.8,4,0,4,0,5,0
ENSG00000226761.3,18,16,16,3,5,14
ENSG00000226762.4,71,10,27,8,22,0
ENSG00000226763.5,842,1003,795,771,721,628
ENSG00000226764.2,0,0,0,0,0,0
ENSG00000226765.1,0,0,0,0,0,0
ENSG00000226766.1,5,0,1,3,2,0
ENSG00000226767.1,0,0,0,0,0,0
ENSG00000226769.1,3,11,0,1,0,3
ENSG00000226770.1,0,23,0,0,1,0
ENSG00000226771.1,17,0,0,0,0,0
ENSG00000226772.1,25,4,6,3,16,18
ENSG00000226773.1,0,0,0,0,0,0
ENSG00000226774.1,10,16,5,9,5,7
ENSG00000226776.1,0,0,0,0,0,0
ENSG00000226777.7,115,86,43,53,81,15
ENSG00000226779.1,151,0,70,16,47,6
ENSG00000226780.1,1,7,1,10,0,2
ENSG00000226781.1,148,96,119,104,129,131
ENSG00000226782.2,9,0,0,3,1,4
ENSG00000226783.1,2,0,3,0,0,0
ENSG00000226784.3,20,3,5,6,1,0
ENSG00000226789.1,6,19,3,2,1,5
ENSG00000226790.3,2,1,0,1,0,0
ENSG00000226791.7,68,27,43,17,21,12
