ID,gene,family,class,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,FC_significant,overall_significant
AluYa8:Alu:SINE,AluYa8,Alu,SINE,198.80142058662142,-0.07577541498858192,0.24458968532133424,-0.3098062573204204,0.7567082929251623,0.9024889438181516,FALSE,FALSE,FALSE
AluYb8:Alu:SINE,AluYb8,Alu,SINE,2653.2734070231186,0.14134683691773695,0.09860498299280351,1.433465456082,0.15172486402019686,0.37373684624247416,FALSE,FALSE,FALSE
AluYb9:Alu:SINE,AluYb9,Alu,SINE,216.14058589987832,-0.28730096661607407,0.25609464658501035,-1.1218546363510367,0.26192425123548685,0.5028754977299187,FALSE,FALSE,FALSE
AluYc3:Alu:SINE,AluYc3,Alu,SINE,1184.0052740361582,0.4235370801515451,0.11745920644647992,3.60582276149234,3.11165469365095e-4,0.003393778052541969,TRUE,FALSE,FALSE
AluYc:Alu:SINE,AluYc,Alu,SINE,5676.261265022606,-0.14499916465617094,0.08983918664071067,-1.6139857235802768,0.10653052296938842,0.3009945607261832,FALSE,FALSE,FALSE
AluYd8:Alu:SINE,AluYd8,Alu,SINE,202.36731393268414,-0.11378360055828174,0.2366555524394373,-0.4807983560301218,0.6306598187739346,0.8205810262609812,FALSE,FALSE,FALSE
AluYe5:Alu:SINE,AluYe5,Alu,SINE,1560.6700496124315,-0.15269355699187342,0.11188375139984322,-1.3647518525383249,0.17233105624778255,0.3948649972288127,FALSE,FALSE,FALSE
AluYe6:Alu:SINE,AluYe6,Alu,SINE,305.268492496076,0.01793475152498459,0.20215874787467877,0.0887161783179554,0.9293074747961054,0.9697296065901064,FALSE,FALSE,FALSE
AluYf1:Alu:SINE,AluYf1,Alu,SINE,2656.845402162984,-0.08630565097647255,0.107121406554931,-0.8056807108130689,0.4204269744069001,0.6575702964910981,FALSE,FALSE,FALSE
AluYg6:Alu:SINE,AluYg6,Alu,SINE,710.0808416050374,0.09606296656299076,0.14095537991491064,0.6815133031529573,0.4955467520297152,0.7180582801579107,FALSE,FALSE,FALSE
AluYh3:Alu:SINE,AluYh3,Alu,SINE,3257.8224797684625,-0.07547009156585247,0.08966620926707188,-0.8416781771276167,0.39996811671016635,0.6427778378564166,FALSE,FALSE,FALSE
AluYh3a3:Alu:SINE,AluYh3a3,Alu,SINE,518.9118250633295,-0.3460573568622381,0.18671040850709422,-1.8534443774680582,0.06381869162867138,0.21703569396644662,FALSE,FALSE,FALSE
AluYh7:Alu:SINE,AluYh7,Alu,SINE,102.83439004661219,-0.018328337586180327,0.36736867364552767,-0.0498908559739235,0.9602093641063043,0.9793656606470785,FALSE,FALSE,FALSE
AluYh9:Alu:SINE,AluYh9,Alu,SINE,38.39528224527426,-0.35311895812578037,0.550462861854795,-0.641494608620715,0.5212013826055896,0.7350736740885729,FALSE,FALSE,FALSE
AluYi6:Alu:SINE,AluYi6,Alu,SINE,364.3656410486108,0.2887805132320061,0.2034770510278592,1.4192289094678667,0.15583229022112235,0.3782046275623169,FALSE,FALSE,FALSE
AluYi6_4d:Alu:SINE,AluYi6_4d,Alu,SINE,108.60002397963066,-0.06001601842939217,0.34845597052213256,-0.17223415153272625,0.8632534500039627,0.9365269523915669,FALSE,FALSE,FALSE
AluYj4:Alu:SINE,AluYj4,Alu,SINE,4825.864822431237,-0.24762986148592714,0.09456919869292314,-2.6185043852386785,0.008831615644199467,0.0551470350912608,FALSE,FALSE,FALSE
AluYk11:Alu:SINE,AluYk11,Alu,SINE,937.3028046977828,-0.2097682657562748,0.12688573388238175,-1.653206072407809,0.09828893105809597,0.28529533432984955,FALSE,FALSE,FALSE
AluYk12:Alu:SINE,AluYk12,Alu,SINE,218.2617090505245,0.03691302835647824,0.24250055254382,0.15221832680075248,0.8790147397014592,0.9454952122030603,FALSE,FALSE,FALSE
AluYk2:Alu:SINE,AluYk2,Alu,SINE,1172.7456998280365,0.2678951809632314,0.12743892625640843,2.102145622478202,0.03554052147051409,0.1530112976993712,FALSE,FALSE,FALSE
AluYk3:Alu:SINE,AluYk3,Alu,SINE,1748.101277801606,-0.045671972191046004,0.10654563981184273,-0.4286611096587501,0.6681698665679241,0.8441751873141027,FALSE,FALSE,FALSE
AluYk4:Alu:SINE,AluYk4,Alu,SINE,1109.915647393874,-0.0751293838365759,0.12464941355660993,-0.6027255298915277,0.5466912949234767,0.7566725537181116,FALSE,FALSE,FALSE
AluYm1:Alu:SINE,AluYm1,Alu,SINE,7040.158323406042,-0.08845554699096224,0.0849446002507998,-1.0413321945102612,0.29772139981595636,0.5329017615961757,FALSE,FALSE,FALSE
AmnSINE1:5S-Deu-L2:SINE,AmnSINE1,5S-Deu-L2,SINE,2778.3455275067618,0.072468932080859,0.08676930019781501,0.8351909248506753,0.4036102185424592,0.646092287216696,FALSE,FALSE,FALSE
CR1-11_Crp:CR1:LINE,CR1-11_Crp,CR1,LINE,19.956372434538522,0.7596507382898343,0.7455288830311505,1.018942063252154,0.30823047267479875,0.5448912069436445,FALSE,TRUE,FALSE
CR1-12_AMi:CR1:LINE,CR1-12_AMi,CR1,LINE,142.1692766329765,-0.09880089807116031,0.2862272621563368,-0.3451833949248183,0.7299565013960245,0.8885482412826607,FALSE,FALSE,FALSE
CR1-13_AMi:CR1:LINE,CR1-13_AMi,CR1,LINE,51.644424661002624,-0.23841330991070317,0.4980660194157141,-0.47867812823365874,0.6321676278387842,0.8205810262609812,FALSE,FALSE,FALSE
CR1-16_AMi:CR1:LINE,CR1-16_AMi,CR1,LINE,240.56778751817046,0.40756742645352434,0.23783156912880682,1.7136809379279272,0.08658733964284758,0.2641402969619654,FALSE,FALSE,FALSE
CR1-3_Croc:CR1:LINE,CR1-3_Croc,CR1,LINE,1378.6550837665961,0.011067139985742696,0.10912121689649826,0.10142060637245189,0.9192165792943285,0.9652364080394875,FALSE,FALSE,FALSE
CR1-8_Crp:CR1:LINE,CR1-8_Crp,CR1,LINE,8.913128193175194,-0.7985449785346859,1.1419088607636858,-0.69930710407189145,0.4843601283266295,0.7113224146699872,FALSE,TRUE,FALSE
CR1-L3A_Croc:CR1:LINE,CR1-L3A_Croc,CR1,LINE,278.2161974273662,0.6001619986328787,0.23168773003686455,2.590391811156271,0.009586674992863795,0.05682536336349698,FALSE,TRUE,FALSE
CR1-L3B_Croc:CR1:LINE,CR1-L3B_Croc,CR1,LINE,14.53277770942876,0.3895446616620997,1.0068359207042348,0.38689984500119085,0.6988303559084822,0.8622069851178559,FALSE,FALSE,FALSE
CR1_Mam:CR1:LINE,CR1_Mam,CR1,LINE,3173.093812208072,-0.14958843520732673,0.0863247954911803,-1.7328559466162883,0.08312127597648532,0.2565781273538302,FALSE,FALSE,FALSE
ERV24B_Prim-int:ERV1:LTR,ERV24B_Prim-int,ERV1,LTR,740.9185163748077,1.1576752002232056,0.1589239178641834,7.284461746107697,3.229570965080797e-13,1.7611926996240615e-11,TRUE,TRUE,TRUE
ERV24_Prim-int:ERV1:LTR,ERV24_Prim-int,ERV1,LTR,254.58802680615025,-0.3398740005036249,0.23494085334236445,-1.4466364434641257,0.14799877365511424,0.36797263480207737,FALSE,FALSE,FALSE
ERV3-16A3_I-int:ERVL:LTR,ERV3-16A3_I-int,ERVL,LTR,16384.687482506975,0.48879600760750375,0.08362248503247978,5.8452700540727855,5.057471130001667e-9,1.719858040553482e-7,TRUE,FALSE,FALSE
ERV3-16A3_LTR:ERVL:LTR,ERV3-16A3_LTR,ERVL,LTR,1633.141517636908,0.40302345861838434,0.10185612693095723,3.9567915133035854,7.596317363065313e-5,0.0011096049291048975,TRUE,FALSE,FALSE
ERVL-B4-int:ERVL:LTR,ERVL-B4-int,ERVL,LTR,8415.599818307897,0.25627068430786015,0.06919236732069116,3.703742106699469,2.12442235782071e-4,0.0024825392695676297,TRUE,FALSE,FALSE
ERVL-E-int:ERVL:LTR,ERVL-E-int,ERVL,LTR,14219.893528296114,-0.150283619177944,0.06630590830890523,-2.2665192742372873,0.023419608417052585,0.11073548950953188,FALSE,FALSE,FALSE
ERVL-int:ERVL:LTR,ERVL-int,ERVL,LTR,885.5111318987111,-0.26010647363084766,0.1269357393783826,-2.0491193016609497,0.040450450527728235,0.1671091642579405,FALSE,FALSE,FALSE
ERVL47-int:ERVL:LTR,ERVL47-int,ERVL,LTR,404.7420006590093,-0.35167600412733824,0.1815604008503846,-1.9369642415426143,0.05274971460152108,0.19793241533965247,FALSE,FALSE,FALSE
FAM:Alu:SINE,FAM,Alu,SINE,7431.339674113387,-0.05163652901138563,0.07140081676871128,-0.7231924135917362,0.46956167904195745,0.697098826599494,FALSE,FALSE,FALSE
FLAM_A:Alu:SINE,FLAM_A,Alu,SINE,21874.664869623026,-0.03670119538758315,0.06389439371348056,-0.5744040009544666,0.5656944461103934,0.7699468501136469,FALSE,FALSE,FALSE
FLAM_C:Alu:SINE,FLAM_C,Alu,SINE,34348.36536637365,-0.07628104646182463,0.06265861819460444,-1.217407096736666,0.22344936425701767,0.4526612428153827,FALSE,FALSE,FALSE
FRAM:Alu:SINE,FRAM,Alu,SINE,11448.167676176847,-0.1447854684052158,0.0705177044958876,-2.0531789773965103,0.04005522251933988,0.1669886099203792,FALSE,FALSE,FALSE
HAL1:L1:LINE,HAL1,L1,LINE,58413.203195792106,-0.06826397707561753,0.06440159716985065,-1.0599733558716,0.2891567209591798,0.5256226616546869,FALSE,FALSE,FALSE
HAL1M8:L1:LINE,HAL1M8,L1,LINE,4424.452871624497,0.033991846497693524,0.07823907477642957,0.43446125346990894,0.6639535255598263,0.8420371843533921,FALSE,FALSE,FALSE
HAL1ME:L1:LINE,HAL1ME,L1,LINE,14143.856649843421,-0.0030542481485999738,0.06600155079882385,-0.04627539976915816,0.963090746439343,0.9810812336081975,FALSE,FALSE,FALSE
HAL1b:L1:LINE,HAL1b,L1,LINE,7953.784596457527,-0.016660265242783065,0.07682997509838362,-0.21684590189504788,0.8283284384034876,0.9254987313941946,FALSE,FALSE,FALSE
HERV-Fc1-int:ERV1:LTR,HERV-Fc1-int,ERV1,LTR,492.0676945992903,-0.8343026344704082,0.17892394161261999,-4.662889867901069,3.1179963519231957e-6,6.376302539682935e-5,TRUE,TRUE,TRUE
HERV-Fc1_LTR1:ERV1:LTR,HERV-Fc1_LTR1,ERV1,LTR,81.55743564717852,-0.7840560720860162,0.3799859896897526,-2.063381528161538,0.03907639354985069,0.16392046114757877,FALSE,TRUE,FALSE
HERV-Fc1_LTR2:ERV1:LTR,HERV-Fc1_LTR2,ERV1,LTR,9.871344481013795,1.570016245877348,1.2735381309917715,1.2327987734883865,0.21765084906605203,0.4473326495880165,FALSE,TRUE,FALSE
HERV-Fc1_LTR3:ERV1:LTR,HERV-Fc1_LTR3,ERV1,LTR,20.441902060373366,-0.04538854013304479,0.7758524940263966,-0.058501507029376836,0.9533491621166436,0.9792747714947279,FALSE,FALSE,FALSE
HERV-Fc2-int:ERV1:LTR,HERV-Fc2-int,ERV1,LTR,58.683637207638476,2.5203282876385007,0.5178775111351401,4.866649416990847,1.135061165889975e-6,2.50940549648108e-5,TRUE,TRUE,TRUE
HERV-Fc2_LTR:ERV1:LTR,HERV-Fc2_LTR,ERV1,LTR,7.730078134761325,-1.1872440489459692,1.1741136455165764,-1.0111832474475806,0.31192873233315116,0.5475487189882353,FALSE,TRUE,FALSE
HERV15-int:ERV1:LTR,HERV15-int,ERV1,LTR,473.09980064780905,0.01896141431577078,0.17500526683169715,0.10834767809591699,0.9137199035381998,0.9618184031196321,FALSE,FALSE,FALSE
HERV16-int:ERVL:LTR,HERV16-int,ERVL,LTR,2617.2568677211693,-0.022013780429320156,0.11262623933321671,-0.19545871867558362,0.8450338520736744,0.9268901037564491,FALSE,FALSE,FALSE
HERV17-int:ERV1:LTR,HERV17-int,ERV1,LTR,2918.6891907090053,0.30621572034218536,0.09919784762427726,3.0869189974969116,0.002022426994443667,0.01606813929984192,TRUE,FALSE,FALSE
HERV1_I-int:ERV1:LTR,HERV1_I-int,ERV1,LTR,227.46718114285042,-0.8944475048373272,0.2679136125443484,-3.3385668475104713,8.421176542785845e-4,0.007917841852872209,TRUE,TRUE,TRUE
HERV1_LTRa:ERV1:LTR,HERV1_LTRa,ERV1,LTR,49.07227393047083,0.6131733702445147,0.4777754685685071,1.2833923266962233,0.19935466082808673,0.4268206650737572,FALSE,TRUE,FALSE
HERV1_LTRb:ERV1:LTR,HERV1_LTRb,ERV1,LTR,8.496690732016026,-1.2296107633973756,1.1636389082457563,-1.0566944390430149,0.29065106376370764,0.5262369789755676,FALSE,TRUE,FALSE
HERV1_LTRc:ERV1:LTR,HERV1_LTRc,ERV1,LTR,68.47781603093883,-0.48852108365989166,0.4224036116886491,-1.1565267676261664,0.2474657572246733,0.48082420287359323,FALSE,FALSE,FALSE
HERV1_LTRd:ERV1:LTR,HERV1_LTRd,ERV1,LTR,166.0797837275718,0.8055285299449568,0.27036475983778113,2.9794139237239126,0.0028880035810728696,0.021666721061907944,TRUE,TRUE,TRUE
HERV1_LTRe:ERV1:LTR,HERV1_LTRe,ERV1,LTR,62.22572618229809,1.545342423304351,0.4558847737902659,3.3897653796511755,6.995246491641968e-4,0.00688072504916102,TRUE,TRUE,TRUE
HERV3-int:ERV1:LTR,HERV3-int,ERV1,LTR,2499.7245050487436,0.47220374879394117,0.0965965478349374,4.888412260869148,1.0165248393068385e-6,2.375763767294268e-5,TRUE,FALSE,FALSE
HERV30-int:ERV1:LTR,HERV30-int,ERV1,LTR,100.61067725422033,-0.046612468092638595,0.3375722256996666,-0.1380814668506202,0.8901760327705539,0.9461907851278899,FALSE,FALSE,FALSE
HERV35I-int:ERV1:LTR,HERV35I-int,ERV1,LTR,1063.46529409976,-0.5526223921582918,0.16489077952643538,-3.3514450822866966,8.039098214635012e-4,0.007646491092524929,TRUE,FALSE,FALSE
HERV4_I-int:ERV1:LTR,HERV4_I-int,ERV1,LTR,1444.3476876720495,0.12015783304767155,0.1104905808501896,1.0874939033091828,0.27681859150060406,0.5134639633730025,FALSE,FALSE,FALSE
HERV9-int:ERV1:LTR,HERV9-int,ERV1,LTR,3416.466287853394,1.4843815783335081,0.09645282794910114,15.389715469170351,1.9187414404284995e-53,1.5695304982705127e-50,TRUE,TRUE,TRUE
HERV9N-int:ERV1:LTR,HERV9N-int,ERV1,LTR,1590.3024325495016,0.01679811454431729,0.1066166931341843,0.15755613919834982,0.8748065676268588,0.9440524700775337,FALSE,FALSE,FALSE
HERV9NC-int:ERV1:LTR,HERV9NC-int,ERV1,LTR,1548.1300004061413,0.3389215534061813,0.11400044733620913,2.9729844165140578,0.002949194243721969,0.02173370172400514,TRUE,FALSE,FALSE
HERVE-int:ERV1:LTR,HERVE-int,ERV1,LTR,19401.267858726835,0.9471125968614009,0.08915885204060119,10.622754501483538,2.3356552902362543e-26,6.368553424710854e-24,TRUE,TRUE,TRUE
HERVE_a-int:ERV1:LTR,HERVE_a-int,ERV1,LTR,1427.529184433736,1.5862010789639942,0.4986189729011647,3.181188773734063,0.0014667202250632893,0.012497678584393445,TRUE,TRUE,TRUE
HERVFH19-int:ERV1:LTR,HERVFH19-int,ERV1,LTR,550.915938084569,-0.35656233096528983,0.15443827506475627,-2.308769188310233,0.020956392660642816,0.10250686864889628,FALSE,FALSE,FALSE
HERVFH21-int:ERV1:LTR,HERVFH21-int,ERV1,LTR,681.7777209364697,0.07133209005255924,0.14806843134741218,0.4817508323917684,0.6299829609172267,0.8205810262609812,FALSE,FALSE,FALSE
HERVH-int:ERV1:LTR,HERVH-int,ERV1,LTR,32665.64392418755,0.877347314997598,0.09241955563606748,9.493091683457587,2.242815800532345e-21,4.586558312088645e-19,TRUE,TRUE,TRUE
HERVH48-int:ERV1:LTR,HERVH48-int,ERV1,LTR,1749.8288932409087,-0.26772418035932866,0.10236269611750153,-2.6154467448963015,0.008911081634812601,0.05522170285815688,FALSE,FALSE,FALSE
HERVI-int:ERV1:LTR,HERVI-int,ERV1,LTR,740.0763013197208,0.7169500431655172,0.164886123228799,4.3481527076154505,1.3728900268336971e-5,2.38941285521269e-4,TRUE,TRUE,TRUE
HERVIP10B3-int:ERV1:LTR,HERVIP10B3-int,ERV1,LTR,9101.297631361549,0.25467702646441287,0.07466130600435969,3.411097931364093,6.470184817584766e-4,0.006454403879005291,TRUE,FALSE,FALSE
HERVIP10F-int:ERV1:LTR,HERVIP10F-int,ERV1,LTR,1835.4630956514657,0.8174589994475149,0.10811080968029378,7.561306791290452,3.990398145577213e-14,2.912221461538849e-12,TRUE,TRUE,TRUE
HERVIP10FH-int:ERV1:LTR,HERVIP10FH-int,ERV1,LTR,3141.878639673532,1.479266875008095,0.2950904272524783,5.012927355120333,5.360813997852166e-7,1.2897487794832564e-5,TRUE,TRUE,TRUE
HERVK-int:ERVK:LTR,HERVK-int,ERVK,LTR,5453.608525249369,0.0753590461044717,0.08482834795087225,0.888371021301928,0.37434120798786086,0.6196748878293736,FALSE,FALSE,FALSE
HERVK11-int:ERVK:LTR,HERVK11-int,ERVK,LTR,1805.66621088027,-0.5845171647958859,0.11345849850847595,-5.1518147382517965,2.579778195281581e-7,7.034195212467777e-6,TRUE,TRUE,TRUE
HERVK11D-int:ERVK:LTR,HERVK11D-int,ERVK,LTR,289.4063862256166,2.1846819394107015,0.28926885457829593,7.552427110051619,4.272207523039876e-14,2.912221461538849e-12,TRUE,TRUE,TRUE
HERVK13-int:ERVK:LTR,HERVK13-int,ERVK,LTR,5463.27208927507,0.14388702080552238,0.09404628424450429,1.5299596572198502,0.12602671510616348,0.33470731479494065,FALSE,FALSE,FALSE
HERVK14-int:ERVK:LTR,HERVK14-int,ERVK,LTR,1781.4826847264985,-0.10381166642061711,0.10189643405437836,-1.018795872338542,0.30829988573628164,0.5448912069436445,FALSE,FALSE,FALSE
HERVK14C-int:ERVK:LTR,HERVK14C-int,ERVK,LTR,151.8968705820951,-0.08615221595814652,0.28224381522350656,-0.30524040319510026,0.7601830624781205,0.9024889438181516,FALSE,FALSE,FALSE
HERVK22-int:ERVK:LTR,HERVK22-int,ERVK,LTR,3869.289069793497,-0.5525338705835885,0.102688089645777,-5.380700648824575,7.4196487346145e-8,2.092852643074021e-6,TRUE,FALSE,FALSE
HERVK3-int:ERVK:LTR,HERVK3-int,ERVK,LTR,4148.005868491713,-0.06815429540400199,0.08725215402869997,-0.7811187719398183,0.4347326421333653,0.6709647193680998,FALSE,FALSE,FALSE
HERVK9-int:ERVK:LTR,HERVK9-int,ERVK,LTR,6846.333077386604,-0.16951467837034145,0.07340203522393904,-2.309400248278901,0.020921381268559004,0.10250686864889628,FALSE,FALSE,FALSE
HERVKC4-int:ERVK:LTR,HERVKC4-int,ERVK,LTR,819.060695914065,-0.11822281903515144,0.18516959124876858,-0.6384569855010557,0.5231762460443083,0.7365889316079934,FALSE,FALSE,FALSE
HERVL-int:ERVL:LTR,HERVL-int,ERVL,LTR,6705.665928476676,-0.04651768120713653,0.0741204266941229,-0.6275959716085252,0.5302686483337955,0.74163371589379,FALSE,FALSE,FALSE
HERVL18-int:ERVL:LTR,HERVL18-int,ERVL,LTR,987.9546952221898,0.5644577876998644,0.4283871758875611,1.3176346526489342,0.18762597957964436,0.41368746980094095,FALSE,FALSE,FALSE
HERVL32-int:ERVL:LTR,HERVL32-int,ERVL,LTR,64.54107368084951,-0.32434922029794633,0.41167504219475554,-0.7878768131503657,0.430768765046634,0.6673652458487626,FALSE,FALSE,FALSE
HERVL40-int:ERVL:LTR,HERVL40-int,ERVL,LTR,1370.3289693064598,-0.2868970996764487,0.10896383000339147,-2.632957190175117,0.008464501561501137,0.053674126180681625,FALSE,FALSE,FALSE
HERVL66-int:ERVL:LTR,HERVL66-int,ERVL,LTR,450.4079944238508,0.328172783713352,0.2021465796218341,1.6234397056199592,0.10449544264903066,0.29728446118704743,FALSE,FALSE,FALSE
HERVL74-int:ERVL:LTR,HERVL74-int,ERVL,LTR,567.0363604493958,-0.2880874411876375,0.155506481567731,-1.852575135668289,0.06394327902923427,0.21703569396644662,FALSE,FALSE,FALSE
HERVP71A-int:ERV1:LTR,HERVP71A-int,ERV1,LTR,1183.6503096756203,-0.4466381960272137,0.11375050643118907,-3.9264721541912246,8.620086651061965e-5,0.001211003143007195,TRUE,FALSE,FALSE
HERVS71-int:ERV1:LTR,HERVS71-int,ERV1,LTR,3223.8868811442726,-0.11247126438734253,0.09098167995515176,-1.2361968304254636,0.21638540858605737,0.4458520509405414,FALSE,FALSE,FALSE
HUERS-P1-int:ERV1:LTR,HUERS-P1-int,ERV1,LTR,1629.378423924415,0.526621833288114,0.11572303832469237,4.55070866537857,5.3465534714138926e-6,1.0413049380039438e-4,TRUE,FALSE,FALSE
HUERS-P2-int:ERV1:LTR,HUERS-P2-int,ERV1,LTR,255.06683332695522,0.0824166134972314,0.2214095495894231,0.3722360379218643,0.7097171164526537,0.8703877080333894,FALSE,FALSE,FALSE
HUERS-P3-int:ERV1:LTR,HUERS-P3-int,ERV1,LTR,1779.0585362652726,-0.10228458652564967,0.13939250679411122,-0.7337882708195244,0.46307779020336914,0.6937685574841684,FALSE,FALSE,FALSE
HUERS-P3b-int:ERV1:LTR,HUERS-P3b-int,ERV1,LTR,1862.330201136434,-0.2001450996715923,0.10442109447035554,-1.9167113760564172,0.055274609219318795,0.2018510283098338,FALSE,FALSE,FALSE
Harlequin-int:ERV1:LTR,Harlequin-int,ERV1,LTR,4429.4572308417155,0.13737099192404903,0.08880461072951286,1.5468903111625922,0.12188969777561842,0.3290619563711415,FALSE,FALSE,FALSE
L1HS:L1:LINE,L1HS,L1,LINE,6373.595116774486,0.1701315824543799,0.0770335677172015,2.2085382709905272,0.027206773029304358,0.12228099086797234,FALSE,FALSE,FALSE
L1M1:L1:LINE,L1M1,L1,LINE,17248.26400415828,-0.16804564290278218,0.08096777325308378,-2.0754633127616846,0.03794361563490834,0.1621322191394685,FALSE,FALSE,FALSE
L1M2:L1:LINE,L1M2,L1,LINE,16095.276562293438,-0.093351216509047,0.07286423401855503,-1.2811665114777013,0.20013518604170688,0.4268206650737572,FALSE,FALSE,FALSE
L1M2a1:L1:LINE,L1M2a1,L1,LINE,273.98066259887946,0.061239620451288286,0.2107159080671314,0.2906264696055987,0.7713370136622621,0.9049046395688193,FALSE,FALSE,FALSE
L1M2a:L1:LINE,L1M2a,L1,LINE,15633.595794480449,-0.36581929416188763,0.0827364059023065,-4.42150332942719,9.80165538595536e-6,1.8222168422071556e-4,TRUE,FALSE,FALSE
L1M2b:L1:LINE,L1M2b,L1,LINE,490.5928891870259,-0.47425978956061393,0.15843452396119176,-2.9934119010373204,0.0027587714342053276,0.020964475511425985,TRUE,FALSE,FALSE
L1M2c:L1:LINE,L1M2c,L1,LINE,780.1470514889577,-0.11813750165866145,0.13817919826276223,-0.8549586561792797,0.3925740362992707,0.6371538922476259,FALSE,FALSE,FALSE
L1M3:L1:LINE,L1M3,L1,LINE,9644.824214615037,0.065056250094566,0.08019472865684145,0.8112285082096357,0.4172344570081049,0.6563418958319804,FALSE,FALSE,FALSE
