ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
26	"ENSG00000067829"	"ENSG00000067829"	chrX	-	153785766	153786009	153785766	153785973	153786211	153786272	26	7,17,22	109,127,120	75,27,24	119,121,89	86	50	5.32258615482e-06	0.0003121695774871971	0.036,0.072,0.096	0.268,0.115,0.136	-0.105
27	"ENSG00000130821"	"ENSG00000130821"	chrX	+	153694129	153694267	153694203	153694267	153693491	153693586	27	436,119,195	9,3,16	306,217,175	0,17,15	124	50	0.548397602143	1.0	0.951,0.941,0.831	1.0,0.837,0.825	0.02
28	"ENSG00000262919"	"ENSG00000262919"	chrX	-	153587931	153588454	153587931	153588394	153592505	153592733	28	55,62,30	11,27,12	69,61,40	50,17,8	110	50	0.766528187336	1.0	0.694,0.511,0.532	0.385,0.62,0.694	0.013
29	"ENSG00000213397"	"ENSG00000213397"	chrX	-	153456492	153456651	153456492	153456624	153457136	153457228	29	90,39,51	8,1,1	105,48,51	0,0,2	77	50	0.00202793617923	0.020284784232677	0.88,0.962,0.971	1.0,1.0,0.943	-0.043
30	"ENSG00000147394"	"ENSG00000147394"	chrX	+	152920706	152920748	152920709	152920748	152920327	152920411	30	21,28,17	7,12,7	49,18,7	12,12,9	53	50	0.435510244793	0.8940522813779375	0.739,0.688,0.696	0.794,0.586,0.423	0.107
31	"ENSG00000198930"	"ENSG00000198930"	chrX	-	152727483	152728224	152727483	152727863	152732444	152732504	31	29,10,8	0,2,0	0,0,2	0,0,0	411	50	1	1.0	1.0,0.378,1.0	NA,NA,1.0	-0.207
34	"ENSG00000269556"	"ENSG00000269556"	chrX	-	149608626	149608834	149608626	149608829	149611286	149611463	34	92,53,77	2,0,4	105,55,50	13,1,5	55	50	0.00238262403756	0.022876955163739818	0.977,1.0,0.946	0.88,0.98,0.901	0.054
35	"ENSG00000241769"	"ENSG00000241769"	chrX	-	149536173	149536255	149536173	149536213	149538114	149538172	35	74,31,22	21,5,6	91,39,39	19,13,7	92	50	0.878147586133	1.0	0.657,0.771,0.666	0.722,0.62,0.752	-0.0
36	"ENSG00000241769"	"ENSG00000241769"	chrX	-	149537632	149537778	149537632	149537742	149538114	149538172	36	64,23,22	4,2,2	92,33,38	0,0,7	86	50	0.507001049956	0.9785484237252338	0.903,0.87,0.865	1.0,1.0,0.759	-0.04
37	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147936503	147936613	147936509	147936613	147932684	147932763	37	292,108,112	10,6,3	319,90,125	18,2,2	56	50	0.890601685685	1.0	0.963,0.941,0.971	0.941,0.976,0.982	-0.008
38	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147944868	147945051	147944904	147945051	147940575	147940662	38	134,51,73	0,0,0	94,62,71	18,0,0	86	50	1.12272487224e-05	0.000543323989839344	1.0,1.0,1.0	0.752,1.0,1.0	0.083
39	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147944868	147945051	147944943	147945051	147940575	147940662	39	402,164,192	2,2,0	407,212,224	0,3,1	125	50	1	1.0	0.988,0.97,1.0	1.0,0.966,0.989	0.001
40	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147944904	147945051	147944943	147945051	147940575	147940662	40	268,113,119	2,2,0	331,150,153	0,3,1	89	50	1	1.0	0.987,0.969,1.0	1.0,0.966,0.988	0.001
41	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147944868	147945051	147944904	147945051	147943130	147943326	41	217,115,169	39,18,25	294,171,155	0,17,25	86	50	0.000564719271552	0.008365912637134628	0.764,0.788,0.797	1.0,0.854,0.783	-0.096
42	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147944868	147945051	147944943	147945051	147943130	147943326	42	485,228,288	60,32,28	607,321,308	59,7,20	125	50	0.00101982208267	0.012676178935105361	0.764,0.74,0.804	0.805,0.948,0.86	-0.102
43	"ENSG00000102081"	"ENSG00000102081"	chrX	+	147944904	147945051	147944943	147945051	147943130	147943326	43	307,131,144	60,32,28	313,167,178	59,7,20	89	50	0.00601539806757	0.044831390731509886	0.742,0.697,0.743	0.749,0.931,0.833	-0.11
44	"ENSG00000147274"	"ENSG00000147274"	chrX	-	136877914	136878086	136877914	136877964	136879016	136879123	44	3429,1804,1478	66,21,11	3535,1601,1635	68,20,26	172	50	0.325235020242	0.7482982605187569	0.938,0.961,0.975	0.938,0.959,0.948	0.01
45	"ENSG00000147274"	"ENSG00000147274"	chrX	-	136879016	136879158	136879016	136879123	136879318	136879453	45	17,15,19	1714,1007,820	56,20,23	1745,884,941	85	50	0.00575124812732	0.043578611854087554	0.006,0.009,0.013	0.019,0.013,0.014	-0.006
46	"ENSG00000147274"	"ENSG00000147274"	chrX	-	136879016	136879453	136879016	136879123	136880596	136880722	46	1798,947,1009	2,0,0	1767,848,846	0,0,0	380	50	1	1.0	0.992,1.0,1.0	1.0,1.0,1.0	-0.003
47	"ENSG00000156504"	"ENSG00000156504"	chrX	-	134769566	134772283	134769566	134771354	134781820	134781917	47	2212,1129,846	13,5,4	2476,869,943	11,7,3	979	50	0.830532435992	1.0	0.897,0.92,0.915	0.92,0.864,0.941	0.002
48	"ENSG00000156504"	"ENSG00000156504"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	48	101,74,57	54,49,23	52,62,53	62,42,20	53	50	0.349334555016	0.7833857074022689	0.638,0.588,0.7	0.442,0.582,0.714	0.063
49	"ENSG00000156531"	"ENSG00000156531"	chrX	+	134413487	134413657	134413490	134413657	134393908	134393952	49	20,10,13	91,23,31	24,14,15	116,51,37	53	50	0.615401567206	1.0	0.172,0.291,0.283	0.163,0.206,0.277	0.033
52	"ENSG00000147255"	"ENSG00000147255"	chrX	-	131279142	131279190	131279142	131279175	131279270	131279341	52	8,10,8	52,111,51	0,10,1	24,60,34	65	50	0.272170239136	0.6694963625510756	0.106,0.065,0.108	0.0,0.114,0.022	0.048
54	"ENSG00000183918"	"ENSG00000183918"	chrX	+	124370175	124370320	124370230	124370320	124365760	124365824	54	29,18,26	0,0,1	36,34,15	15,1,1	105	50	2.57055552322e-05	0.000984627338567864	1.0,1.0,0.925	0.533,0.942,0.877	0.191
55	"ENSG00000125676"	"ENSG00000125676"	chrX	-	123610917	123610963	123610917	123610957	123611439	123611516	55	318,211,269	50,25,46	411,225,233	112,31,63	56	50	0.00988037161641	0.0640371585388573	0.85,0.883,0.839	0.766,0.866,0.768	0.057
56	"ENSG00000125676"	"ENSG00000125676"	chrX	-	123619400	123619517	123619400	123619436	123620092	123620205	56	152,61,59	13,0,7	239,58,109	8,6,3	131	50	0.253227428092	0.6445224055118611	0.817,1.0,0.763	0.919,0.787,0.933	-0.02
57	"ENSG00000125676"	"ENSG00000125676"	chrX	-	123619400	123619517	123619400	123619436	123620187	123620670	57	143,61,59	15,5,8	239,61,109	0,9,4	131	50	0.00439081059487	0.0352186675228302	0.784,0.823,0.738	1.0,0.721,0.912	-0.096
58	"ENSG00000125676"	"ENSG00000125676"	chrX	-	123619400	123619517	123619400	123619436	123620906	123620965	58	184,75,81	175,140,117	347,80,131	237,85,113	131	50	0.00133418397579	0.015109056908294618	0.286,0.17,0.209	0.358,0.264,0.307	-0.088
59	"ENSG00000125676"	"ENSG00000125676"	chrX	-	123696720	123696842	123696720	123696835	123697680	123697751	59	172,82,60	0,0,0	278,94,55	17,0,0	57	50	0.000387288948864	0.006435385472456467	1.0,1.0,1.0	0.935,1.0,1.0	0.022
60	"ENSG00000077713"	"ENSG00000077713"	chrX	+	119451849	119452143	119452008	119452143	119410189	119410362	60	60,49,46	57,40,39	88,35,77	124,29,43	209	50	0.877475755102	1.0	0.201,0.227,0.22	0.145,0.224,0.3	-0.007
61	"ENSG00000077713"	"ENSG00000077713"	chrX	+	119451849	119452143	119452008	119452143	119426181	119426354	61	60,42,45	0,0,1	82,35,75	0,0,5	209	50	0.0889813991881	0.3244178687626408	1.0,1.0,0.915	1.0,1.0,0.782	0.044
62	"ENSG00000131725"	"ENSG00000131725"	chrX	+	118443559	118443687	118443583	118443687	118442564	118442680	62	255,117,125	0,0,0	134,86,95	0,2,0	74	50	1	1.0	1.0,1.0,1.0	1.0,0.967,1.0	0.011
63	"ENSG00000157600"	"ENSG00000157600"	chrX	+	110003500	110004164	110003882	110004164	110003094	110003156	63	146,65,60	0,0,0	353,154,120	0,1,0	432	50	1	1.0	1.0,1.0,1.0	1.0,0.947,1.0	0.018
64	"ENSG00000089682"	"ENSG00000089682"	chrX	-	107069254	107070425	107069254	107069402	107088435	107088839	64	182,58,51	44,28,17	120,60,128	26,23,26	1073	50	0.222931166372	0.5922829885918295	0.162,0.088,0.123	0.177,0.108,0.187	-0.033
65	"ENSG00000133138"	"ENSG00000133138"	chrX	+	106839307	106839457	106839325	106839457	106827169	106827337	65	24,15,14	0,0,0	17,1,14	0,1,2	68	50	0.719981885475	1.0	1.0,1.0,1.0	1.0,0.424,0.837	0.246
66	"ENSG00000123572"	"ENSG00000123572"	chrX	+	105907176	105908303	105908239	105908303	105906413	105906589	66	0,2,0	2,3,6	0,2,0	0,4,3	1113	50	1	1.0	0.0,0.029,0.0	NA,0.022,0.0	-0.001
67	"ENSG00000123572"	"ENSG00000123572"	chrX	+	105949574	105949734	105949598	105949734	105946314	105946464	67	8,10,0	0,1,3	0,4,18	0,3,0	74	50	1	1.0	1.0,0.871,0.0	NA,0.474,1.0	-0.113
70	"ENSG00000123562"	"ENSG00000123562"	chrX	-	103678498	103678620	103678498	103678600	103684680	103684729	70	348,66,73	109,49,36	526,102,125	103,42,29	70	50	0.0102056772593	0.06561825617826281	0.695,0.49,0.592	0.785,0.634,0.755	-0.132
71	"ENSG00000123562"	"ENSG00000123562"	chrX	-	103678498	103678651	103678498	103678600	103684680	103684729	71	921,286,326	109,49,36	1355,365,432	103,42,29	101	50	0.00167750786875	0.01798674980687777	0.807,0.743,0.818	0.867,0.811,0.881	-0.064
72	"ENSG00000123562"	"ENSG00000123562"	chrX	-	103678498	103678651	103678498	103678620	103684680	103684729	72	584,223,254	11,3,1	842,268,314	13,5,7	81	50	0.385679071827	0.8314952130656944	0.97,0.979,0.994	0.976,0.971,0.965	0.01
73	"ENSG00000123562"	"ENSG00000123562"	chrX	-	103678498	103678620	103678498	103678600	103685170	103685260	73	353,68,86	576,295,278	537,105,125	253,276,214	70	50	0.0254271451364	0.1324819434427229	0.304,0.141,0.181	0.603,0.214,0.294	-0.162
74	"ENSG00000123562"	"ENSG00000123562"	chrX	-	103678498	103678651	103678498	103678600	103685170	103685260	74	1128,355,415	576,295,278	1567,483,578	253,276,214	101	50	0.0040467354336	0.03334307890181884	0.492,0.373,0.425	0.754,0.464,0.572	-0.167
75	"ENSG00000123562"	"ENSG00000123562"	chrX	-	103678498	103678651	103678498	103678620	103685170	103685260	75	791,292,343	16,5,14	1054,386,460	24,8,7	81	50	0.490219848226	0.9625387823296008	0.968,0.973,0.938	0.964,0.968,0.976	-0.01
76	"ENSG00000196507"	"ENSG00000196507"	chrX	+	103609037	103609927	103609042	103609927	103608603	103608673	76	82,68,57	17,21,15	82,74,73	4,17,6	55	50	0.00345203462645	0.029654815802840885	0.814,0.746,0.776	0.949,0.798,0.917	-0.109
77	"ENSG00000133142"	"ENSG00000133142"	chrX	+	103585969	103586291	103586218	103586291	103585562	103585624	77	243,223,129	378,233,178	277,289,209	350,330,210	299	50	0.194632134958	0.5448201941533878	0.097,0.138,0.108	0.117,0.128,0.143	-0.015
78	"ENSG00000133142"	"ENSG00000133142"	chrX	+	103585858	103586291	103586218	103586291	103585614	103585683	78	353,312,164	13,20,5	376,375,253	26,14,13	410	50	0.539174865323	1.0	0.768,0.655,0.8	0.638,0.766,0.704	0.038
79	"ENSG00000166681"	"ENSG00000166681"	chrX	+	103377462	103378077	103377509	103378077	103377027	103377106	79	475,233,253	809,463,467	550,423,382	1293,611,503	97	50	0.39148021719	0.8379641913397964	0.232,0.206,0.218	0.18,0.263,0.281	-0.023
85	"ENSG00000166432"	"ENSG00000166432"	chrX	-	101895813	101895882	101895813	101895879	101897867	101898042	85	55,11,5	22,7,1	49,17,8	14,5,6	53	50	0.681834085818	1.0	0.702,0.597,0.825	0.768,0.762,0.557	0.012
88	"ENSG00000196440"	"ENSG00000196440"	chrX	+	101486022	101486092	101486025	101486092	101445997	101446044	88	25,2,9	0,0,0	0,9,7	0,3,0	53	50	1	1.0	1.0,1.0,1.0	NA,0.739,1.0	0.131
89	"ENSG00000196440"	"ENSG00000196440"	chrX	+	101488007	101488099	101488043	101488099	101487607	101487691	89	3,0,0	64,12,12	5,1,5	14,22,19	86	50	0.00060128799272	0.008554924156033438	0.027,0.0,0.0	0.172,0.026,0.133	-0.101
90	"ENSG00000196440"	"ENSG00000196440"	chrX	+	101509358	101509427	101509363	101509427	101504936	101505355	90	37,25,13	13,0,3	0,18,31	5,4,3	55	50	0.228516415216	0.6024266121987956	0.721,1.0,0.798	0.0,0.804,0.904	0.27
91	"ENSG00000165194"	"ENSG00000165194"	chrX	-	100341902	100342075	100341902	100342072	100350645	100350704	91	76,8,4	23,3,2	189,27,22	83,10,29	53	50	0.0752269448881	0.2907733721739712	0.757,0.716,0.654	0.682,0.718,0.417	0.103
92	"ENSG00000126733"	"ENSG00000126733"	chrX	+	86827765	86832602	86832105	86832602	86816033	86816099	92	43,0,4	16,0,0	0,2,0	0,0,0	4390	50	1	1.0	0.03,NA,1.0	NA,1.0,NA	-0.485
93	"ENSG00000198157"	"ENSG00000198157"	chrX	-	81118729	81118780	81118729	81118759	81119787	81119817	93	6,1,0	68,40,56	11,3,1	61,40,55	71	50	0.0401721972036	0.18573884044645375	0.059,0.017,0.0	0.113,0.05,0.013	-0.033
94	"ENSG00000131269"	"ENSG00000131269"	chrX	-	75071508	75071704	75071508	75071683	75073688	75073776	94	14,4,2	98,43,47	0,0,3	110,29,43	71	50	5.32799311395e-05	0.001520975476036222	0.091,0.061,0.029	0.0,0.0,0.047	0.045
96	"ENSG00000147133"	"ENSG00000147133"	chrX	+	71376949	71377191	71377012	71377191	71375166	71375286	96	176,92,46	25,3,0	133,58,55	9,2,11	113	50	0.547617218931	1.0	0.757,0.931,1.0	0.867,0.928,0.689	0.068
97	"ENSG00000147130"	"ENSG00000147130"	chrX	-	71251177	71251250	71251177	71251244	71251557	71251601	97	3,0,5	135,62,47	0,0,0	130,66,77	56	50	0.25440821044	0.6448146646592039	0.019,0.0,0.087	0.0,0.0,0.0	0.035
100	"ENSG00000130304"	"ENSG00000130304"	chr19	+	17487099	17487335	17487173	17487335	17486562	17486957	100	19,7,4	22,17,11	82,33,26	79,28,20	124	50	0.0126429169499	0.07810632692708434	0.258,0.142,0.128	0.295,0.322,0.344	-0.144
101	"ENSG00000266967"	"ENSG00000266967"	chr17	-	42956403	42956560	42956403	42956504	42957137	42957195	101	320,239,139	10,3,5	371,207,217	1,8,4	106	50	0.208470712239	0.5674124110022126	0.938,0.974,0.929	0.994,0.924,0.962	-0.013
102	"ENSG00000083454"	"ENSG00000083454"	chr17	-	3689491	3689630	3689491	3689627	3690069	3690150	102	4,3,1	0,1,3	0,4,0	0,6,1	53	50	1	1.0	1.0,0.739,0.239	NA,0.386,0.0	0.466
105	"ENSG00000132964"	"ENSG00000132964"	chr13	+	26401465	26401624	26401468	26401624	26401268	26401347	105	90,58,55	19,11,26	63,64,50	19,26,20	53	50	0.254019582536	0.6448146646592039	0.817,0.833,0.666	0.758,0.699,0.702	0.052
106	"ENSG00000100151"	"ENSG00000100151"	chr22	+	38073772	38074451	38074306	38074451	38072999	38073092	106	1189,875,678	0,0,0	1820,1315,1122	1,2,2	584	50	1	1.0	1.0,1.0,1.0	0.994,0.983,0.98	0.014
107	"ENSG00000171606"	"ENSG00000171606"	chr19	+	58185696	58185838	58185711	58185838	58183920	58183998	107	9,0,2	90,35,25	0,0,0	64,32,27	65	50	0.00200380009754	0.020146998032829915	0.071,0.0,0.058	0.0,0.0,0.0	0.043
108	"ENSG00000123064"	"ENSG00000123064"	chr12	-	113157173	113159112	113157173	113159109	113161269	113161382	108	55,88,73	71,88,70	79,102,64	18,83,54	53	50	0.022696734231	0.1211438189579625	0.422,0.485,0.496	0.805,0.537,0.528	-0.156
110	"ENSG00000223482"	"ENSG00000223482"	chr10	-	87238666	87238872	87238666	87238849	87246114	87246212	110	6,0,1	11,2,6	0,5,3	16,1,1	73	50	0.369848157591	0.8108510347185348	0.272,0.0,0.102	0.0,0.774,0.673	-0.358
111	"ENSG00000198612"	"ENSG00000198612"	chr2	+	237093662	237094197	237094089	237094197	237089861	237089994	111	206,73,70	329,179,182	271,151,88	300,183,200	477	50	0.00118727296306	0.013833731041496856	0.062,0.041,0.039	0.086,0.08,0.044	-0.023
112	"ENSG00000267454"	"ENSG00000267454"	chr19	+	56398276	56399168	56398893	56399168	56397880	56398048	112	107,18,22	0,0,0	103,33,39	10,0,0	667	50	0.000627932536251	0.008816561471268877	1.0,1.0,1.0	0.436,1.0,1.0	0.188
113	"ENSG00000063245"	"ENSG00000063245"	chr19	+	55692950	55693037	55692953	55693037	55692685	55692796	113	99,127,134	60,84,53	207,102,86	114,57,49	53	50	0.887110487565	1.0	0.609,0.588,0.705	0.631,0.628,0.623	0.007
114	"ENSG00000160783"	"ENSG00000160783"	chr1	+	156236287	156236483	156236348	156236483	156233627	156233728	114	455,435,382	66,24,26	551,448,516	57,18,13	111	50	0.0254926195584	0.1324819434427229	0.756,0.891,0.869	0.813,0.918,0.947	-0.054
116	"ENSG00000088038"	"ENSG00000088038"	chr19	+	54145541	54145817	54145594	54145817	54144236	54144332	116	1,0,1	0,2,1	2,1,0	0,2,1	103	50	0.357317240366	0.7939029785885502	1.0,0.0,0.327	1.0,0.195,0.0	0.044
117	"ENSG00000088038"	"ENSG00000088038"	chr19	+	54145541	54145817	54145597	54145817	54144236	54144332	117	1,0,1	2,2,1	2,1,0	1,6,10	106	50	0.827802623161	1.0	0.191,0.0,0.321	0.485,0.073,0.0	-0.015
118	"ENSG00000088038"	"ENSG00000088038"	chr19	+	54145594	54145817	54145597	54145817	54144236	54144332	118	0,2,1	2,2,1	0,2,1	1,6,10	53	50	0.619653892777	1.0	0.0,0.485,0.485	0.0,0.239,0.086	0.215
121	"ENSG00000092850"	"ENSG00000092850"	chr1	+	36085704	36086041	36085835	36086041	36085162	36085288	121	90,48,61	22,8,13	95,43,23	15,7,6	181	50	0.485602938703	0.958760452614939	0.531,0.624,0.565	0.636,0.629,0.514	-0.02
123	"ENSG00000204179"	"ENSG00000204179"	chr10	+	46940581	46940717	46940622	46940717	46932416	46932533	123	0,1,0	10,0,1	0,0,0	0,2,0	91	50	1	1.0	0.0,1.0,0.0	NA,0.0,NA	0.333
124	"ENSG00000197937"	"ENSG00000197937"	chr19	-	53148680	53148812	53148680	53148809	53149240	53149367	124	0,1,0	13,7,11	0,3,1	8,7,21	53	50	0.335311810158	0.7634969980981562	0.0,0.119,0.0	0.0,0.288,0.043	-0.071
125	"ENSG00000197937"	"ENSG00000197937"	chr19	-	53153732	53153813	53153732	53153793	53159008	53159075	125	7,2,2	7,2,5	0,0,5	12,0,4	70	50	1	1.0	0.417,0.417,0.222	0.0,NA,0.472	0.116
126	"ENSG00000170954"	"ENSG00000170954"	chr19	-	53115703	53115924	53115703	53115811	53116312	53116433	126	27,7,7	3,0,0	47,14,9	0,0,0	163	50	0.624179686258	1.0	0.734,1.0,1.0	1.0,1.0,1.0	-0.089
127	"ENSG00000180257"	"ENSG00000180257"	chr19	-	52952750	52952877	52952750	52952860	52956026	52956104	127	11,8,5	8,1,0	15,10,23	0,0,0	67	50	4.79170870579e-05	0.0014097791776484174	0.506,0.857,1.0	1.0,1.0,1.0	-0.212
129	"ENSG00000182986"	"ENSG00000182986"	chr19	-	52893778	52893927	52893778	52893856	52897647	52897693	129	44,22,18	0,2,1	35,21,19	13,0,0	121	50	0.0339064632895	0.16419414077283553	1.0,0.82,0.881	0.527,1.0,1.0	0.058
130	"ENSG00000204604"	"ENSG00000204604"	chr19	-	52853871	52854126	52853871	52854107	52854257	52854345	130	16,12,9	3,0,3	19,13,8	0,0,1	69	50	0.00364173132489	0.030738753124856407	0.794,1.0,0.685	1.0,1.0,0.853	-0.125
131	"ENSG00000137478"	"ENSG00000137478"	chr11	-	72849754	72849889	72849754	72849879	72867864	72868026	131	303,195,112	20,3,1	163,140,96	12,5,6	60	50	0.230072363556	0.6042312905401607	0.927,0.982,0.989	0.919,0.959,0.93	0.03
133	"ENSG00000141380"	"ENSG00000141380"	chr18	-	26079010	26079146	26079010	26079125	26087500	26087577	133	3,0,0	0,2,0	0,1,6	0,0,0	71	50	1	1.0	1.0,0.0,NA	NA,1.0,1.0	-0.5
138	"ENSG00000142512"	"ENSG00000142512"	chr19	-	51416665	51416950	51416665	51416776	51417081	51417465	138	75,24,9	2,0,0	10,0,0	0,0,0	224	50	1	1.0	0.893,1.0,1.0	1.0,NA,NA	-0.036
139	"ENSG00000142512"	"ENSG00000142512"	chr19	-	51416665	51416950	51416665	51416806	51417081	51417465	139	62,21,7	0,0,1	10,0,0	0,0,0	194	50	1	1.0	1.0,1.0,0.643	1.0,NA,NA	-0.119
142	"ENSG00000166510"	"ENSG00000166510"	chr18	-	54942674	54942803	54942674	54942799	54945387	54945477	142	10,1,5	6,2,1	0,0,0	0,1,1	54	50	1	1.0	0.607,0.316,0.822	NA,0.0,0.0	0.582
144	"ENSG00000129451"	"ENSG00000129451"	chr19	-	51019042	51019142	51019042	51019139	51019626	51019764	144	0,0,4	2,2,23	0,1,0	0,0,2	53	50	1	1.0	0.0,0.0,0.141	NA,1.0,0.0	-0.453
145	"ENSG00000055955"	"ENSG00000055955"	chr3	-	52819753	52819807	52819753	52819792	52819939	52819990	145	23,9,11	17,3,4	33,11,8	10,4,3	65	50	0.244115363057	0.6294967745757595	0.51,0.698,0.679	0.717,0.679,0.672	-0.06
146	"ENSG00000055955"	"ENSG00000055955"	chr3	-	52819753	52819990	52819753	52819792	52820290	52820317	146	262,106,58	0,0,0	156,107,75	0,2,0	248	50	1	1.0	1.0,1.0,1.0	1.0,0.915,1.0	0.028
147	"ENSG00000055955"	"ENSG00000055955"	chr3	-	52825885	52826014	52825885	52825978	52826540	52826651	147	98,31,14	0,3,1	116,49,24	12,2,2	86	50	0.00570582765146	0.043324898453920645	1.0,0.857,0.891	0.849,0.934,0.875	0.03
150	"ENSG00000269404"	"ENSG00000269404"	chr19	+	50423604	50423755	50423639	50423755	50422822	50423037	150	1964,1752,1320	166,136,106	82,93,52	19,8,4	85	50	0.114933166186	0.3875057377353339	0.874,0.883,0.88	0.717,0.872,0.884	0.055
151	"ENSG00000131408"	"ENSG00000131408"	chr19	+	50377552	50377648	50377586	50377648	50376718	50376826	151	22,3,8	165,169,184	13,3,8	191,169,128	84	50	0.32726278703	0.7510593016284446	0.074,0.01,0.025	0.039,0.01,0.036	0.008
